customer_id,operator,circle,city_tier,age,gender,plan_type,device_type,tenure_months,monthly_recharge_inr,plan_validity_days,days_since_last_recharge,payment_channel,ott_bundle,data_gb_month,voice_minutes_month,sms_per_month,recharge_change_pct,data_change_pct,dual_sim,five_g_area,call_drop_rate_pct,network_complaints_3m,care_calls_3m,churn
IN104076,Jio,Gujarat,Tier-2,47,Male,Prepaid,4G smartphone,33,391,56,22,UPI app,0,5.7,657,16,37.9,-6.3,0,1,3.3,2,1,1
IN104077,Jio,Gujarat,Tier-3,32,Female,Prepaid,4G smartphone,75,179,56,24,Retail shop,0,13.3,369,17,-4.1,-1.5,0,0,0.8,2,2,0
IN104078,Airtel,Bihar,Metro,18,Male,Prepaid,4G smartphone,35,307,56,5,UPI app,0,26.9,248,11,-24.4,-47.2,0,1,3.3,0,0,1
IN104079,Jio,Maharashtra,Tier-2,18,Male,Prepaid,4G smartphone,15,566,28,7,UPI app,0,15.9,429,20,0.7,-1.6,0,1,1.5,0,0,0
IN104080,Jio,Tamil Nadu,Tier-3,48,Male,Postpaid,4G smartphone,3,534,30,37,Auto-debit,1,14.3,555,25,14.4,-40.7,0,0,2.5,1,1,0
IN104081,Airtel,Delhi,Tier-2,37,Male,Prepaid,5G smartphone,11,126,56,34,UPI app,0,20.4,248,24,-17.2,13.4,0,1,0.7,0,0,0
IN104082,Jio,West Bengal,Tier-3,34,Female,Prepaid,5G smartphone,61,261,84,67,Operator app,0,52.1,451,16,-4.4,59.6,1,0,1.6,0,1,0
IN104083,Airtel,Rajasthan,Tier-2,36,Female,Prepaid,4G smartphone,19,269,84,56,Operator app,0,7.7,370,11,-7.7,52.3,1,0,2.4,2,0,1
IN104084,Jio,Maharashtra,Rural,33,Female,Postpaid,4G smartphone,27,375,30,26,Auto-debit,0,15.1,56,15,-20.9,-5.1,0,0,3.0,2,2,0
IN104085,Vi,Bihar,Tier-2,36,Male,Prepaid,4G smartphone,4,168,84,23,UPI app,1,39.0,163,19,-2.9,28.0,1,0,0.8,0,1,0
IN104086,Jio,Tamil Nadu,Tier-3,28,Female,Prepaid,4G smartphone,1,285,28,15,UPI app,0,10.5,252,18,41.2,1.2,0,0,3.9,0,1,0
IN104087,Jio,Delhi,Tier-3,42,Male,Prepaid,5G smartphone,1,99,28,17,Operator app,0,44.3,261,19,-33.5,29.4,0,1,4.8,2,0,1
IN104088,Airtel,West Bengal,Tier-2,26,Female,Postpaid,4G smartphone,9,493,30,32,Auto-debit,0,14.0,213,18,-52.3,-26.4,0,0,2.6,0,0,0
IN104089,Airtel,Mumbai,Tier-2,22,Male,Postpaid,5G smartphone,46,506,30,15,Operator app,1,15.6,321,26,7.3,-3.3,0,1,3.5,0,0,0
IN104090,Airtel,Delhi,Rural,18,Female,Prepaid,4G smartphone,74,148,84,9,Retail shop,0,25.9,485,16,26.0,0.7,0,1,6.1,3,5,0
IN104091,Jio,Gujarat,Tier-3,29,Female,Prepaid,4G smartphone,1,206,28,9,Retail shop,0,6.0,229,24,6.8,17.2,1,0,1.6,0,0,0
IN104092,Vi,Uttar Pradesh,Metro,44,Female,Prepaid,4G smartphone,29,192,84,70,Operator app,0,15.6,516,20,-36.8,-4.0,0,1,0.6,1,1,0
IN104093,Airtel,West Bengal,Tier-3,27,Female,Prepaid,4G smartphone,44,260,28,11,UPI app,0,57.1,514,15,6.1,-5.1,0,1,3.4,0,0,0
IN104094,Airtel,Gujarat,Metro,18,Male,Prepaid,4G smartphone,5,828,28,30,UPI app,1,15.6,324,26,-29.9,-11.8,0,1,2.4,1,2,0
IN104095,Airtel,Tamil Nadu,Tier-2,34,Female,Postpaid,4G smartphone,3,418,30,19,Auto-debit,1,7.4,340,21,10.6,-32.7,0,1,0.8,0,0,0
IN104096,Jio,West Bengal,Tier-2,25,Male,Prepaid,4G smartphone,120,289,28,31,Operator app,1,11.6,479,10,13.6,12.2,1,0,3.0,1,0,0
IN104097,Jio,Maharashtra,Tier-2,47,Female,Prepaid,5G smartphone,17,265,28,4,Retail shop,0,49.1,220,23,0.9,-9.3,0,1,0.2,1,0,0
IN104098,Jio,Maharashtra,Metro,42,Female,Prepaid,5G smartphone,41,321,365,172,UPI app,1,31.3,122,19,-5.9,2.1,1,1,1.2,0,1,0
IN104099,Vi,Gujarat,Tier-2,19,Female,Prepaid,Feature phone,60,213,28,9,Operator app,0,0.3,85,17,7.0,-65.4,1,1,1.2,0,2,0
IN104100,Airtel,Tamil Nadu,Metro,30,Female,Prepaid,4G smartphone,99,300,28,31,Operator app,0,13.9,358,19,-5.8,-2.5,0,1,1.4,3,0,0
IN104101,Jio,Maharashtra,Tier-2,24,Female,Prepaid,5G smartphone,4,270,28,9,UPI app,0,31.7,207,15,-35.9,-10.6,0,1,2.1,1,0,0
IN104102,Jio,Maharashtra,Tier-3,20,Male,Prepaid,4G smartphone,25,285,28,12,UPI app,0,25.9,0,17,-20.9,19.1,0,0,3.8,3,3,1
IN104103,Airtel,Mumbai,Tier-3,31,Female,Prepaid,Feature phone,48,278,28,8,Operator app,0,0.4,581,14,-31.4,-14.5,1,0,2.6,2,1,0
IN104104,Vi,Karnataka,Metro,40,Female,Prepaid,5G smartphone,8,469,84,42,UPI app,0,35.2,682,17,-13.5,-10.6,0,1,2.6,2,0,1
IN104105,Airtel,Delhi,Metro,31,Female,Postpaid,5G smartphone,32,530,30,10,Auto-debit,0,19.5,272,24,-15.1,-27.9,0,1,1.6,0,0,0
IN104106,Jio,Mumbai,Tier-3,26,Male,Postpaid,4G smartphone,4,527,30,11,Auto-debit,1,21.3,747,19,-4.4,-10.3,1,0,3.0,0,0,0
IN104107,Jio,Uttar Pradesh,Tier-3,18,Male,Prepaid,5G smartphone,51,204,28,5,UPI app,0,18.9,365,17,44.8,-13.0,1,0,2.0,0,1,0
IN104108,Vi,Bihar,Rural,25,Male,Prepaid,5G smartphone,19,258,28,18,Retail shop,0,28.5,494,9,13.5,5.8,0,0,2.8,1,1,0
IN104109,Jio,Bihar,Tier-2,37,Male,Prepaid,4G smartphone,16,145,365,146,Operator app,0,11.1,429,13,-3.2,-13.1,0,1,1.4,1,1,0
IN104110,Airtel,Gujarat,Metro,18,Male,Prepaid,5G smartphone,5,439,28,18,Operator app,1,45.7,337,20,13.0,-45.3,0,0,2.6,1,0,1
IN104111,Vi,Maharashtra,Tier-2,44,Male,Prepaid,Feature phone,13,281,28,3,Operator app,0,0.6,200,20,22.9,-18.3,0,1,0.8,0,0,0
IN104112,Vi,Karnataka,Tier-3,26,Female,Prepaid,4G smartphone,27,328,28,6,Retail shop,0,18.6,371,25,6.7,5.9,1,1,1.9,1,1,0
IN104113,Jio,Tamil Nadu,Tier-2,33,Female,Prepaid,5G smartphone,47,256,56,7,Retail shop,0,79.8,128,25,-5.1,-25.6,0,1,1.5,0,0,0
IN104114,Jio,Gujarat,Metro,28,Male,Prepaid,4G smartphone,11,281,28,10,UPI app,0,23.0,75,19,0.6,44.0,1,1,3.7,1,0,1
IN104115,Airtel,Bihar,Metro,20,Female,Prepaid,4G smartphone,12,237,56,68,Retail shop,1,22.7,197,18,18.0,55.3,0,1,1.5,0,1,0
IN104116,Jio,Bihar,Tier-3,36,Male,Prepaid,4G smartphone,5,187,365,234,UPI app,1,24.1,419,19,46.2,-14.6,0,1,0.6,0,1,0
IN104117,Vi,Tamil Nadu,Tier-2,26,Male,Prepaid,4G smartphone,65,123,56,33,Operator app,1,13.4,343,22,7.7,27.1,0,1,3.7,0,1,0
IN104118,Airtel,Uttar Pradesh,Tier-3,23,Male,Prepaid,5G smartphone,21,203,28,24,UPI app,0,27.7,211,31,-7.0,-12.9,1,1,2.1,2,2,0
IN104119,Jio,Maharashtra,Tier-2,18,Female,Postpaid,5G smartphone,10,479,30,21,Operator app,0,29.1,435,20,13.5,-5.5,0,1,1.8,0,1,0
IN104120,BSNL,Delhi,Tier-2,45,Male,Prepaid,5G smartphone,70,260,84,13,UPI app,0,14.6,447,18,13.3,47.4,1,1,0.7,0,0,0
IN104121,Vi,Mumbai,Tier-2,32,Female,Prepaid,5G smartphone,25,196,56,23,Operator app,0,15.9,192,23,-38.8,11.1,1,1,2.9,0,0,0
IN104122,Vi,Delhi,Rural,43,Male,Postpaid,4G smartphone,6,496,30,7,Auto-debit,0,17.6,252,14,5.5,-8.8,0,1,2.7,0,0,0
IN104123,Jio,Gujarat,Metro,38,Male,Prepaid,4G smartphone,9,285,28,29,Operator app,0,29.0,359,21,-30.9,14.1,0,1,2.0,0,1,1
IN104124,BSNL,Karnataka,Metro,43,Male,Prepaid,4G smartphone,4,158,28,9,UPI app,1,13.9,333,18,17.6,-5.1,0,1,1.8,0,1,0
IN104125,Airtel,Gujarat,Rural,26,Male,Prepaid,4G smartphone,50,194,28,8,Operator app,0,7.6,169,12,-19.0,-25.1,0,0,4.4,0,1,0
IN104126,Jio,Tamil Nadu,Metro,18,Female,Postpaid,4G smartphone,33,915,30,11,Auto-debit,1,9.5,384,21,11.8,-2.6,0,1,1.4,1,0,0
IN104127,Jio,Gujarat,Tier-2,39,Female,Postpaid,4G smartphone,22,789,30,20,Operator app,0,6.7,323,13,52.7,-12.3,0,1,1.8,0,1,0
IN104128,Vi,Mumbai,Tier-2,33,Male,Prepaid,4G smartphone,36,184,84,25,Retail shop,0,37.5,349,21,-11.7,17.6,0,1,2.8,0,0,0
IN104129,Vi,Tamil Nadu,Tier-3,27,Female,Prepaid,5G smartphone,15,127,365,246,UPI app,0,29.7,75,23,13.4,-5.8,1,1,1.5,0,1,0
IN104130,Jio,Karnataka,Tier-2,39,Female,Prepaid,5G smartphone,39,368,365,169,UPI app,0,39.5,462,17,-7.7,24.8,0,1,5.8,1,3,0
IN104131,Jio,Uttar Pradesh,Rural,35,Male,Prepaid,5G smartphone,30,221,28,1,UPI app,0,53.4,379,18,10.1,-21.8,0,0,1.7,2,1,0
IN104132,Jio,Maharashtra,Tier-3,38,Female,Prepaid,4G smartphone,27,153,28,12,Operator app,0,12.2,513,20,-30.4,-36.7,1,0,1.6,0,0,1
IN104133,Jio,Mumbai,Tier-3,21,Male,Prepaid,Feature phone,5,161,28,21,UPI app,0,0.5,446,17,-26.0,22.7,0,0,1.4,0,1,0
IN104134,Jio,West Bengal,Tier-2,41,Male,Prepaid,Feature phone,25,254,28,14,UPI app,1,0.5,523,11,7.2,-1.4,0,1,1.2,0,3,0
IN104135,Airtel,Bihar,Rural,31,Female,Postpaid,4G smartphone,68,593,30,10,Operator app,0,25.9,344,21,26.6,51.4,0,0,4.5,2,2,0
IN104136,Jio,Delhi,Rural,42,Female,Prepaid,Feature phone,15,170,28,40,Retail shop,0,0.5,144,23,17.7,-2.5,0,0,3.7,0,0,0
IN104137,Vi,Delhi,Rural,41,Male,Prepaid,4G smartphone,6,113,28,12,UPI app,0,18.9,483,15,-6.5,-1.0,0,0,3.1,0,0,1
IN104138,Jio,Bihar,Metro,38,Male,Prepaid,4G smartphone,11,153,28,5,Operator app,0,11.6,303,12,-35.4,10.6,1,1,0.8,2,2,1
IN104139,Vi,West Bengal,Tier-3,30,Female,Prepaid,5G smartphone,19,161,56,51,Retail shop,0,21.2,419,17,30.3,-21.8,1,0,2.5,0,0,0
IN104140,Jio,Bihar,Tier-3,39,Female,Prepaid,5G smartphone,25,161,84,14,Retail shop,0,42.3,229,25,16.1,18.6,1,0,0.9,0,0,0
IN104141,Jio,Gujarat,Rural,43,Male,Prepaid,4G smartphone,11,129,28,17,Retail shop,0,19.0,408,25,15.3,11.7,0,0,2.6,2,1,1
IN104142,Airtel,Gujarat,Tier-2,38,Female,Prepaid,Feature phone,6,412,56,14,UPI app,0,0.4,144,14,6.8,-27.8,0,0,2.9,1,1,0
IN104143,Jio,Mumbai,Rural,34,Male,Postpaid,4G smartphone,29,253,30,4,Operator app,0,13.3,501,22,11.2,32.6,0,0,3.9,1,0,0
IN104144,Jio,Maharashtra,Tier-3,39,Female,Prepaid,4G smartphone,19,166,56,27,UPI app,0,18.2,359,23,-31.1,-51.5,0,0,0.6,0,1,0
IN104145,Airtel,Tamil Nadu,Rural,26,Female,Prepaid,4G smartphone,12,406,28,8,UPI app,0,11.1,451,28,-11.9,-14.5,0,0,5.8,0,0,0
IN104146,Airtel,Rajasthan,Tier-3,47,Male,Postpaid,4G smartphone,18,373,30,19,Operator app,0,9.9,207,27,-1.3,35.9,0,0,5.0,1,1,0
IN104147,Jio,Delhi,Rural,18,Male,Prepaid,Feature phone,7,190,28,24,Retail shop,0,0.2,337,19,-9.5,-14.0,1,0,2.8,0,0,0
IN104148,Jio,Delhi,Tier-2,32,Male,Postpaid,4G smartphone,47,946,30,25,Operator app,1,22.9,432,18,-21.1,11.5,0,1,3.8,1,0,0
IN104149,Jio,Maharashtra,Metro,27,Female,Prepaid,Feature phone,1,287,28,14,UPI app,0,0.4,422,20,-26.5,12.6,1,1,4.2,0,1,0
IN104150,Airtel,Bihar,Tier-2,25,Female,Prepaid,4G smartphone,28,288,365,173,UPI app,0,12.4,392,22,-21.7,-13.0,1,1,4.7,2,2,0
IN104151,Jio,Bihar,Rural,35,Female,Postpaid,5G smartphone,20,347,30,15,Auto-debit,0,35.4,252,15,6.4,-27.8,0,0,3.7,0,0,0
IN104152,Jio,Maharashtra,Metro,20,Male,Prepaid,5G smartphone,57,221,365,437,Retail shop,0,32.0,339,22,24.6,-35.8,0,1,1.4,0,0,1
IN104153,Jio,Uttar Pradesh,Tier-3,53,Male,Postpaid,4G smartphone,50,281,30,7,Operator app,0,9.8,303,20,19.6,4.7,0,0,1.2,1,1,0
IN104154,Jio,Karnataka,Rural,18,Male,Prepaid,5G smartphone,46,177,28,34,UPI app,1,26.8,120,18,15.1,-11.6,1,0,2.9,2,3,0
IN104155,Airtel,Bihar,Rural,22,Male,Prepaid,4G smartphone,1,218,28,30,UPI app,0,20.7,249,23,15.0,-15.9,1,0,3.7,0,0,0
IN104156,Vi,Mumbai,Tier-3,21,Female,Prepaid,4G smartphone,49,425,28,14,UPI app,0,16.5,295,18,-9.4,-11.1,0,1,1.7,1,2,0
IN104157,Airtel,Mumbai,Rural,33,Female,Prepaid,Feature phone,13,158,28,33,Retail shop,0,0.8,266,25,6.7,48.4,0,1,4.6,0,0,1
IN104158,Jio,Maharashtra,Metro,42,Female,Prepaid,4G smartphone,16,455,28,7,UPI app,1,21.8,340,15,-4.1,17.7,0,0,2.3,0,2,0
IN104159,Airtel,Tamil Nadu,Tier-2,37,Male,Prepaid,5G smartphone,1,349,28,18,UPI app,0,39.7,398,16,26.8,-21.7,0,1,4.1,2,3,1
IN104160,Jio,Uttar Pradesh,Tier-3,46,Female,Prepaid,5G smartphone,20,166,28,21,UPI app,0,14.4,346,19,34.2,-32.4,0,0,0.7,0,1,0
IN104161,Airtel,Bihar,Rural,23,Male,Prepaid,4G smartphone,6,193,28,36,UPI app,0,35.7,287,18,-0.5,8.5,0,1,3.9,1,3,0
IN104162,Vi,Karnataka,Tier-2,38,Female,Prepaid,5G smartphone,45,255,56,73,Retail shop,0,34.4,477,17,-14.0,-29.1,1,1,1.7,0,1,1
IN104163,Jio,Rajasthan,Metro,28,Male,Prepaid,4G smartphone,62,184,84,36,Operator app,0,22.3,181,20,-19.3,1.8,1,1,0.5,0,2,0
IN104164,Jio,Karnataka,Tier-3,34,Male,Prepaid,5G smartphone,9,197,28,9,Retail shop,0,70.3,234,22,25.5,29.5,0,0,4.1,2,2,0
IN104165,Airtel,Tamil Nadu,Tier-2,43,Female,Prepaid,Feature phone,17,187,28,11,UPI app,0,0.6,191,28,-28.1,35.1,1,1,2.2,0,1,0
IN104166,Airtel,Delhi,Rural,18,Male,Prepaid,4G smartphone,21,177,84,79,UPI app,0,6.3,423,20,6.0,-41.0,0,0,4.5,2,2,1
IN104167,Jio,West Bengal,Tier-2,51,Female,Prepaid,5G smartphone,53,237,56,32,Retail shop,0,12.0,420,11,5.7,11.5,0,1,1.2,0,2,0
IN104168,Jio,Rajasthan,Rural,30,Female,Prepaid,4G smartphone,5,188,84,122,Operator app,0,7.1,410,18,-9.7,-88.2,0,0,1.6,0,0,1
IN104169,Jio,Rajasthan,Tier-3,18,Male,Prepaid,Feature phone,22,174,28,35,UPI app,0,0.3,609,25,22.8,-25.2,1,0,3.1,0,1,0
IN104170,BSNL,Mumbai,Rural,25,Male,Prepaid,5G smartphone,111,132,84,53,UPI app,0,56.2,241,18,5.2,-11.6,1,0,6.4,1,3,0
IN104171,Jio,Gujarat,Tier-3,33,Male,Prepaid,4G smartphone,16,116,28,26,UPI app,0,22.0,355,14,-23.9,8.6,0,0,2.7,0,0,0
IN104172,BSNL,Mumbai,Tier-2,25,Female,Prepaid,Feature phone,16,348,28,10,Operator app,0,0.6,428,16,3.9,13.8,0,1,1.9,0,0,0
IN104173,Airtel,West Bengal,Tier-2,18,Male,Prepaid,4G smartphone,46,253,28,23,UPI app,0,14.4,302,19,-20.7,-7.2,0,0,3.1,1,0,0
IN104174,Vi,Gujarat,Rural,32,Male,Prepaid,4G smartphone,21,274,365,244,Retail shop,0,35.4,437,16,11.0,16.3,0,0,2.3,1,1,0
IN104175,Jio,Mumbai,Tier-2,24,Male,Prepaid,4G smartphone,26,238,28,21,Operator app,1,14.8,479,26,-28.8,23.5,1,0,2.3,1,1,0
IN104176,Jio,Mumbai,Tier-3,38,Male,Postpaid,5G smartphone,30,491,30,5,Auto-debit,1,15.3,459,21,26.0,-29.4,1,0,0.8,0,1,0
IN104177,BSNL,Delhi,Metro,21,Male,Prepaid,4G smartphone,2,272,84,85,UPI app,0,13.1,588,22,15.9,8.1,1,1,4.6,2,1,1
IN104178,Jio,Gujarat,Rural,54,Male,Prepaid,4G smartphone,15,168,365,277,UPI app,0,22.8,597,27,5.2,-18.4,0,1,3.3,1,1,1
IN104179,Vi,West Bengal,Tier-2,37,Male,Prepaid,Feature phone,13,273,84,30,Retail shop,0,0.7,427,19,-8.2,16.9,1,0,2.1,0,1,0
IN104180,Jio,Mumbai,Tier-3,33,Female,Postpaid,Feature phone,25,444,30,6,Operator app,1,0.2,247,21,-13.3,24.4,0,0,1.9,1,1,0
IN104181,Airtel,Maharashtra,Tier-3,38,Female,Prepaid,4G smartphone,7,301,84,34,Retail shop,0,14.0,837,15,-22.7,6.3,0,1,1.9,0,0,0
IN104182,Jio,Gujarat,Tier-2,18,Male,Prepaid,4G smartphone,6,408,84,90,UPI app,0,35.0,180,17,4.2,25.6,0,1,1.5,1,2,0
IN104183,Jio,Karnataka,Tier-2,27,Female,Prepaid,4G smartphone,27,396,365,152,Retail shop,0,10.9,335,26,-30.6,-14.3,1,1,1.4,1,1,0
IN104184,Vi,West Bengal,Rural,49,Male,Postpaid,5G smartphone,32,754,30,11,UPI app,1,20.5,479,21,6.9,35.5,1,0,2.6,0,1,1
IN104185,Vi,Karnataka,Tier-3,28,Male,Prepaid,5G smartphone,19,144,28,5,Retail shop,0,32.8,393,11,-16.5,-23.6,0,0,1.6,0,1,0
IN104186,Airtel,Karnataka,Rural,31,Male,Prepaid,4G smartphone,15,292,28,19,Operator app,0,32.7,385,16,5.5,13.6,1,0,2.3,1,1,1
IN104187,Airtel,Tamil Nadu,Rural,27,Male,Prepaid,4G smartphone,10,197,56,10,Operator app,0,8.5,414,18,-24.2,3.3,0,1,6.8,2,3,1
IN104188,Airtel,Tamil Nadu,Tier-3,46,Female,Prepaid,4G smartphone,26,223,28,12,UPI app,0,19.0,469,16,-10.6,12.4,1,0,3.1,0,1,0
IN104189,Jio,Uttar Pradesh,Tier-3,29,Male,Prepaid,4G smartphone,25,167,28,1,Retail shop,0,13.2,185,20,-43.1,-18.0,0,0,2.6,0,1,0
IN104190,Airtel,Karnataka,Rural,19,Female,Prepaid,4G smartphone,35,168,28,14,UPI app,0,7.0,473,24,-15.8,26.7,1,0,2.3,1,1,0
IN104191,Jio,Tamil Nadu,Tier-3,57,Male,Postpaid,4G smartphone,1,228,30,17,Auto-debit,1,15.0,375,20,-21.6,39.2,0,0,1.1,1,2,0
IN104192,Jio,West Bengal,Tier-2,18,Male,Prepaid,4G smartphone,13,306,56,9,Retail shop,0,13.0,465,13,-8.5,22.7,0,0,3.1,1,0,1
IN104193,Vi,Tamil Nadu,Rural,31,Female,Prepaid,5G smartphone,11,178,28,3,Operator app,0,33.3,357,26,-3.4,16.2,0,0,5.2,3,1,0
IN104194,Airtel,West Bengal,Rural,23,Male,Postpaid,4G smartphone,13,366,30,22,Auto-debit,1,11.6,192,21,-4.7,-9.7,0,0,2.1,2,2,0
IN104195,Jio,Mumbai,Tier-2,24,Male,Prepaid,Feature phone,7,402,28,8,UPI app,0,0.5,442,22,9.1,74.1,1,1,1.9,1,1,0
IN104196,Airtel,Mumbai,Metro,21,Male,Prepaid,5G smartphone,63,301,28,15,Retail shop,0,21.9,149,17,-20.9,19.9,1,1,4.6,1,0,1
IN104197,Vi,Rajasthan,Tier-3,26,Male,Prepaid,4G smartphone,2,156,28,35,Operator app,1,31.5,427,23,-17.8,-1.8,0,1,1.2,0,2,0
IN104198,Airtel,Uttar Pradesh,Tier-3,41,Female,Prepaid,5G smartphone,1,214,28,3,Operator app,0,17.4,727,17,-8.4,-69.6,0,0,3.1,0,1,0
IN104199,Airtel,West Bengal,Tier-2,18,Female,Prepaid,4G smartphone,8,458,28,8,UPI app,0,15.9,259,22,25.9,-16.0,0,1,0.5,1,2,0
IN104200,Airtel,Gujarat,Tier-3,44,Female,Prepaid,Feature phone,1,206,84,14,UPI app,0,0.4,212,26,33.6,25.5,0,1,1.6,0,0,0
IN104201,Vi,Mumbai,Tier-3,42,Female,Postpaid,4G smartphone,5,656,30,14,Auto-debit,0,13.1,376,21,5.4,-6.6,0,0,2.1,0,1,0
IN104202,Airtel,Bihar,Tier-2,37,Male,Prepaid,4G smartphone,2,195,28,35,UPI app,1,14.5,299,22,34.3,-14.2,0,1,0.5,0,1,0
IN104203,Jio,Uttar Pradesh,Tier-3,33,Female,Prepaid,5G smartphone,30,256,28,10,Operator app,0,22.3,392,17,19.2,16.6,1,0,1.6,0,1,0
IN104204,Jio,Rajasthan,Tier-2,34,Female,Postpaid,4G smartphone,1,620,30,7,Auto-debit,0,5.9,253,22,16.4,-19.0,0,0,2.0,0,1,0
IN104205,Jio,Uttar Pradesh,Rural,46,Male,Postpaid,4G smartphone,48,440,30,33,Operator app,0,32.1,183,17,3.4,4.2,1,0,4.3,1,2,0
IN104206,Airtel,Uttar Pradesh,Metro,18,Female,Postpaid,4G smartphone,23,579,30,9,Operator app,0,12.2,0,32,5.6,26.3,1,1,5.8,2,2,0
IN104207,Airtel,West Bengal,Rural,39,Male,Postpaid,Feature phone,43,398,30,5,UPI app,1,0.8,176,23,-13.1,-15.5,0,1,2.0,0,1,0
IN104208,Jio,Mumbai,Tier-2,24,Male,Prepaid,4G smartphone,32,130,365,337,UPI app,0,9.9,372,10,-23.5,-16.8,0,1,1.7,0,1,0
IN104209,Airtel,West Bengal,Rural,40,Male,Prepaid,4G smartphone,28,109,28,7,UPI app,0,24.1,489,12,16.5,14.1,0,0,5.2,0,1,0
IN104210,Jio,Bihar,Rural,25,Male,Prepaid,4G smartphone,48,111,28,9,Retail shop,1,11.8,434,23,18.4,19.7,0,0,2.5,2,0,0
IN104211,Jio,West Bengal,Tier-2,39,Male,Prepaid,4G smartphone,7,147,56,27,UPI app,0,15.4,447,24,-1.4,-25.9,0,0,2.9,0,0,0
IN104212,Jio,Delhi,Rural,18,Female,Prepaid,5G smartphone,26,173,28,47,Operator app,0,16.3,455,21,-30.9,-7.8,1,0,3.3,1,1,0
IN104213,Airtel,West Bengal,Tier-2,18,Male,Prepaid,4G smartphone,19,211,28,19,UPI app,0,7.8,250,14,0.0,38.1,1,1,1.6,1,4,1
IN104214,Jio,Delhi,Tier-3,30,Male,Prepaid,5G smartphone,1,149,56,25,UPI app,0,21.1,55,29,-1.2,-0.3,1,0,1.7,0,2,0
IN104215,Airtel,Mumbai,Rural,46,Male,Prepaid,Feature phone,11,292,28,18,Retail shop,0,0.8,323,16,-28.6,13.8,1,0,3.9,1,0,1
IN104216,Jio,Karnataka,Rural,37,Female,Prepaid,5G smartphone,30,174,28,19,Operator app,0,53.9,106,18,13.9,4.4,0,0,2.5,0,1,0
IN104217,Airtel,Tamil Nadu,Tier-3,37,Female,Prepaid,4G smartphone,2,294,28,8,UPI app,0,18.5,376,19,1.5,26.9,1,0,1.3,1,1,0
IN104218,BSNL,Delhi,Rural,40,Male,Prepaid,4G smartphone,23,114,28,13,Retail shop,0,35.6,329,16,16.0,-15.4,0,0,2.8,1,3,1
IN104219,Jio,Delhi,Tier-2,28,Female,Prepaid,Feature phone,14,291,56,57,Retail shop,0,0.5,648,24,52.2,36.8,0,1,4.4,1,0,0
IN104220,Airtel,Gujarat,Tier-2,38,Female,Prepaid,5G smartphone,47,355,84,22,Operator app,1,22.4,532,23,-12.4,-19.3,0,1,2.2,0,1,0
IN104221,Airtel,Uttar Pradesh,Metro,26,Female,Prepaid,4G smartphone,58,344,28,3,Operator app,0,12.6,422,20,2.9,34.2,0,1,2.6,1,0,0
IN104222,Airtel,Mumbai,Tier-2,28,Female,Prepaid,Feature phone,1,215,28,6,UPI app,0,0.6,261,24,-28.9,15.2,0,0,1.5,2,2,1
IN104223,Airtel,Uttar Pradesh,Tier-3,30,Male,Prepaid,4G smartphone,12,195,28,12,Retail shop,0,13.4,129,15,16.0,3.5,0,0,2.6,0,0,0
IN104224,Airtel,West Bengal,Tier-2,26,Male,Prepaid,4G smartphone,61,283,56,35,UPI app,0,31.7,655,21,-6.3,-14.0,1,1,0.2,1,1,1
IN104225,Vi,Gujarat,Tier-3,31,Female,Postpaid,4G smartphone,11,504,30,7,Auto-debit,0,12.2,329,8,-12.2,-12.1,0,0,3.5,0,2,0
IN104226,Jio,Karnataka,Metro,29,Female,Prepaid,Feature phone,22,438,28,16,Retail shop,1,0.8,404,22,-17.9,-22.9,0,1,2.0,1,4,0
IN104227,Airtel,Mumbai,Tier-2,24,Male,Postpaid,4G smartphone,10,414,30,19,Operator app,1,20.3,230,22,4.0,12.5,1,1,0.9,1,0,0
IN104228,Jio,Bihar,Tier-3,30,Female,Prepaid,5G smartphone,5,301,84,24,UPI app,0,44.6,601,17,5.3,-0.2,1,0,1.5,1,1,1
IN104229,Airtel,West Bengal,Metro,33,Female,Prepaid,5G smartphone,59,332,28,33,UPI app,0,18.7,210,22,2.6,-19.6,0,1,4.9,1,0,0
IN104230,BSNL,Bihar,Tier-3,21,Male,Postpaid,4G smartphone,46,529,30,3,Auto-debit,0,4.9,288,21,11.4,-2.7,0,1,2.0,0,0,0
IN104231,Airtel,Tamil Nadu,Rural,36,Female,Prepaid,4G smartphone,20,179,56,5,UPI app,0,16.7,406,21,-44.5,26.8,0,0,6.5,3,4,0
IN104232,Jio,Mumbai,Tier-3,27,Male,Prepaid,5G smartphone,17,312,365,95,Retail shop,0,23.6,498,20,-13.6,-18.9,1,1,4.0,1,1,0
IN104233,Vi,Tamil Nadu,Rural,33,Male,Prepaid,5G smartphone,1,140,84,15,Retail shop,0,37.7,297,20,37.2,46.4,1,0,3.7,0,0,0
IN104234,Airtel,Tamil Nadu,Rural,25,Male,Prepaid,4G smartphone,26,128,28,13,UPI app,0,20.1,358,22,5.6,1.8,1,0,5.1,2,2,1
IN104235,Airtel,Gujarat,Metro,42,Male,Prepaid,5G smartphone,15,302,28,6,Operator app,1,23.8,250,21,-19.8,-60.9,1,1,2.8,1,0,0
IN104236,Jio,Gujarat,Tier-3,41,Male,Prepaid,5G smartphone,13,169,28,9,UPI app,0,20.9,336,23,-15.4,36.0,0,0,2.8,1,1,1
